2,40.014986,-75.206826
4,40.018136,-75.148887
5,40.023465,-75.133487
7,40.028754,-75.089524
8,40.044138,-75.054191
9,40.058505,-75.044324
10,40.071393,-75.038281
11,40.104027,-75.000884
12,40.08669,-74.999663
14,40.107897,-74.976955
16,40.099164,-75.001855
17,40.10168,-74.99833
18,40.106558,-74.999579
19,40.105172,-75.001575
21,40.05882,-75.045126
22,40.044791,-75.054613
23,40.029166,-75.09029
24,40.029484,-75.101085
25,40.024267,-75.133011
28,40.014852,-75.207015
30,40.013264,-75.157451
31,39.992983,-75.159761
32,39.972153,-75.164352
33,39.963169,-75.166346
34,39.953071,-75.168497
35,39.946264,-75.169997
36,39.938592,-75.171655
37,39.925122,-75.174548
38,39.91428,-75.179732
39,39.916809,-75.181282
40,39.916648,-75.181082
41,39.924771,-75.17292
42,39.938098,-75.169968
43,39.945895,-75.168275
45,39.971737,-75.162628
46,39.992882,-75.158379
47,39.994391,-75.159341
48,40.013944,-75.15798
51,39.996659,-75.113333
52,39.984897,-75.132217
53,39.978707,-75.157724
54,39.979941,-75.167253
55,39.982394,-75.188946
57,39.979853,-75.167513
58,39.978618,-75.157972
60,39.996444,-75.113345
61,40.023427,-75.077197
64,40.006135,-75.09183
65,39.987096,-75.122378
67,39.961017,-75.141445
69,39.949792,-75.14227
70,39.960593,-75.14336
72,39.986944,-75.12239
73,40.005912,-75.091901
77,40.059883,-75.150213
78,40.058542,-75.149331
79,40.054705,-75.149784
80,40.051707,-75.150221
82,40.039066,-75.144737
84,40.051743,-75.150068
85,40.054562,-75.149655
86,40.058354,-75.149155
89,40.07471,-75.15924
92,39.974628,-75.183527
93,39.954009,-75.177917
94,39.93979,-75.181533
95,39.918159,-75.182611
96,39.917888,-75.180723
98,39.91669,-75.171084
99,39.913009,-75.15638
101,39.925729,-75.14167
103,39.916913,-75.171131
105,39.919705,-75.188106
106,39.939394,-75.179751
107,39.95605,-75.176079
108,39.974077,-75.180363
111,40.022957,-75.078275
113,40.030328,-75.118646
114,40.034731,-75.130721
117,40.034723,-75.13104
118,40.030213,-75.118729
119,40.026943,-75.117407
121,40.067042,-75.230828
122,40.056822,-75.236131
123,40.032859,-75.214608
124,40.026924,-75.117076
130,39.949303,-75.163657
131,39.951145,-75.178305
132,40.02573,-75.125203
133,40.032616,-75.214758
136,40.074834,-75.159098
137,40.025319,-75.127547
140,40.009172,-75.151226
141,40.008252,-75.142827
142,40.001536,-75.152887
143,39.971517,-75.159464
145,39.947238,-75.166333
148,39.937976,-75.166804
150,39.909376,-75.1734
152,39.905379,-75.173709
158,39.909062,-75.172989
160,40.023746,-75.135271
164,39.971276,-75.159382
165,40.001419,-75.152781
167,40.00793,-75.142758
174,40.02301,-75.137307
175,39.907982,-75.155301
180,39.948546,-75.237415
182,39.960837,-75.232764
185,39.981249,-75.239348
187,39.990305,-75.249107
188,39.988502,-75.261907
192,39.990421,-75.249319
194,39.981196,-75.23949
197,39.960888,-75.232893
198,39.948569,-75.23549
199,39.932407,-75.224708
201,39.921126,-75.224351
204,40.021873,-75.139558
207,40.028826,-75.131975
208,40.030671,-75.146367
209,40.038671,-75.171857
210,40.027313,-75.183523
212,40.025721,-75.181826
213,40.038776,-75.171625
214,40.031018,-75.149959
215,40.030636,-75.146804
216,40.028773,-75.132283
217,40.016734,-75.083955
218,40.014766,-75.085584
220,40.016815,-75.084285
222,40.053677,-75.141309
223,40.045572,-75.16499
224,40.031516,-75.178638
225,40.008367,-75.194154
226,40.008921,-75.194152
227,40.031632,-75.178578
228,40.051824,-75.158305
229,40.053652,-75.141948
232,40.051831,-75.157813
235,40.071208,-75.179338
237,40.068936,-75.181558
241,40.076705,-75.20732
242,40.077019,-75.208052
243,40.09206,-75.214253
244,40.085981,-75.230314
246,40.117134,-75.284011
248,40.085874,-75.230326
250,40.076849,-75.207958
252,40.068999,-75.181854
254,40.059577,-75.165696
255,40.052054,-75.157942
256,40.024143,-75.133331
260,40.01698,-75.188391
261,40.004728,-75.176983
267,40.016808,-75.188452
268,40.007904,-75.171925
275,40.004972,-75.178447
277,39.973059,-75.218615
279,39.957929,-75.201901
283,39.952469,-75.162571
287,39.955451,-75.194233
290,39.972414,-75.217329
293,39.983955,-75.246264
297,39.940767,-75.212665
299,39.957117,-75.202175
300,39.957179,-75.20188
301,39.949595,-75.203333
302,39.940955,-75.212582
303,39.928267,-75.230599
304,39.917304,-75.246245
305,39.91904,-75.262317
309,39.949316,-75.174249
310,39.948092,-75.164772
311,39.943315,-75.147314
315,39.948835,-75.179045
317,39.940082,-75.213824
319,39.928765,-75.235497
320,39.935573,-75.228548
321,39.944059,-75.216646
322,39.944335,-75.21648
323,39.935787,-75.2285
324,39.929113,-75.235201
325,39.924507,-75.252519
326,40.029915,-75.073642
327,40.106483,-74.998491
329,40.12142,-74.976905
330,40.137641,-74.953703
331,40.175503,-74.916953
332,40.182351,-74.881268
336,40.121637,-74.977684
338,40.029879,-75.073784
340,40.023651,-75.077621
341,39.984262,-75.099458
342,39.968903,-75.136039
343,39.971437,-75.159264
344,39.974092,-75.204585
345,39.970188,-75.237275
347,39.957586,-75.204961
349,39.970019,-75.237547
350,39.973998,-75.204555
351,39.958764,-75.205146
352,39.971357,-75.159559
353,39.968841,-75.13611
356,39.905244,-75.17345
357,39.938941,-75.17627
358,39.950422,-75.173749
359,39.950783,-75.150249
362,39.938929,-75.174794
363,39.905288,-75.173037
364,39.961193,-75.20541
367,40.088378,-75.182875
368,40.082503,-75.172615
369,40.078748,-75.173918
370,40.063611,-75.169903
371,40.045483,-75.165014
372,40.03903,-75.144962
373,40.038922,-75.144289
375,40.054435,-75.090786
378,40.054569,-75.090797
379,40.034478,-75.114904
381,40.038623,-75.142493
382,40.038707,-75.144195
383,40.063531,-75.169915
384,40.078882,-75.174
385,40.082198,-75.171118
388,40.024241,-75.077973
389,40.036246,-75.087869
391,40.066076,-75.063054
392,40.086215,-75.046091
393,40.086761,-75.0408
394,40.077996,-75.0238
395,40.063192,-75.021909
398,40.063067,-75.021898
399,40.078111,-75.023539
400,40.087108,-75.040585
401,40.086349,-75.046102
402,40.06621,-75.063065
403,40.057155,-75.077019
404,40.036104,-75.08794
406,40.068999,-75.007434
407,40.075392,-74.989869
408,40.083943,-74.990144
409,40.093465,-74.96235
410,40.085833,-74.96447
413,40.0843,-74.989917
414,40.074862,-74.989052
415,40.069178,-75.007551
416,39.962187,-75.258744
419,39.960388,-75.241198
420,39.958463,-75.225423
421,39.955582,-75.202487
428,39.949822,-75.14371
432,39.951848,-75.184098
433,39.954128,-75.202504
434,39.95705,-75.225287
435,39.958996,-75.241214
436,39.959267,-75.243219
437,39.955562,-75.244589
442,40.082801,-75.161469
443,40.081625,-75.17108
444,40.10645,-75.147842
446,40.117796,-75.136529
456,40.174173,-75.107132
460,40.117885,-75.136552
462,40.106531,-75.14783
467,40.075965,-75.08497
469,40.088914,-75.104477
470,40.121078,-75.071732
471,40.171412,-75.043727
476,40.075885,-75.085101
477,40.065875,-75.089856
478,40.04397,-75.089026
481,39.968783,-75.134351
482,39.981836,-75.117746
483,39.994611,-75.094601
485,39.99723,-75.073544
486,40.013117,-75.070499
487,40.013225,-75.070522
488,39.997338,-75.073614
489,39.994638,-75.094755
491,39.982042,-75.117757
493,39.9689,-75.134504
496,40.029753,-75.18102
497,40.045402,-75.164826
499,40.047396,-75.091895
500,40.041808,-75.085229
502,40.013242,-75.070344
505,40.038065,-75.068056
507,40.047378,-75.092049
511,40.085245,-75.250819
513,40.061062,-75.236238
514,40.057827,-75.233668
515,39.952752,-75.165333
516,39.956482,-75.209924
519,40.057916,-75.233455
520,40.061151,-75.236048
521,40.081767,-75.253076
523,40.030026,-75.036083
524,40.035436,-75.025212
525,40.056503,-75.046262
526,40.061887,-75.05605
527,40.077152,-75.084941
529,40.071602,-75.127232
532,40.070868,-75.126501
533,40.089283,-75.105586
535,40.061933,-75.056416
536,40.05688,-75.047147
537,40.035311,-75.025331
539,39.93553,-75.198572
540,39.930458,-75.178448
541,39.929189,-75.168985
542,39.927665,-75.157315
543,39.92758,-75.146904
544,39.927704,-75.146856
545,39.929003,-75.156803
546,39.930481,-75.168083
548,39.932123,-75.181146
551,39.973655,-75.258303
552,39.967708,-75.249943
553,39.966302,-75.237981
554,39.965,-75.22472
556,39.949391,-75.202914
557,39.964973,-75.224344
558,39.968956,-75.23703
559,39.972356,-75.248656
560,39.974091,-75.257216
563,39.978571,-75.270814
564,39.972208,-75.245077
567,39.964754,-75.205647
573,39.955584,-75.188906
574,39.965186,-75.20261
576,39.962459,-75.246765
577,39.971761,-75.244807
581,39.981296,-75.188714
582,39.9752,-75.188392
584,39.972757,-75.180674
585,39.975056,-75.187919
586,39.981064,-75.188667
587,40.004686,-75.178448
589,39.995744,-75.16765
590,39.956304,-75.208708
591,39.956048,-75.20651
592,39.95589,-75.20499
593,39.948716,-75.140231
595,39.972889,-75.168849
596,39.995498,-75.167527
597,40.003138,-75.165882
598,39.955301,-75.200126
599,39.943811,-75.246343
600,39.948101,-75.221404
601,39.948279,-75.221085
604,40.038111,-75.222632
610,39.914335,-75.241732
611,39.91405,-75.242677
612,39.898668,-75.239319
613,39.924326,-75.169345
615,39.904202,-75.239942
617,39.886442,-75.245958
618,39.874286,-75.257727
622,39.955115,-75.198804
623,39.954798,-75.196561
624,39.866634,-75.300403
630,39.903784,-75.240745
631,39.923481,-75.179807
632,39.9243,-75.169935
633,39.880107,-75.240902
634,40.006954,-75.209487
635,39.974436,-75.204542
636,39.966809,-75.192353
638,39.951047,-75.14876
640,39.966397,-75.182102
641,39.967077,-75.192636
642,39.973953,-75.204213
643,40.007083,-75.20932
646,39.987861,-75.156047
647,39.986462,-75.145206
649,39.974139,-75.118096
650,39.974349,-75.117991
651,39.983265,-75.132814
653,39.986335,-75.156206
656,39.993349,-75.18592
657,40.001531,-75.214265
659,39.945202,-75.178751
660,39.943578,-75.165756
663,39.944683,-75.165068
664,39.94629,-75.178322
669,39.955651,-75.244163
670,39.956513,-75.242
671,39.954561,-75.22605
672,39.951639,-75.203114
673,39.944523,-75.144747
674,39.951782,-75.203102
675,39.954667,-75.225767
676,39.956629,-75.241763
678,39.973468,-75.21252
679,39.96294,-75.190027
680,39.96387,-75.17426
681,39.962258,-75.161684
684,39.966923,-75.128736
685,39.975778,-75.122048
686,39.967174,-75.128648
687,39.960458,-75.138743
689,39.962373,-75.161152
690,39.96415,-75.174244
691,39.96427,-75.190046
692,39.973182,-75.212189
694,40.008599,-75.289822
695,40.006568,-75.262742
696,40.008356,-75.252429
698,40.000243,-75.22891
699,40.008406,-75.210805
703,40.008461,-75.211361
705,40.008426,-75.252114
706,40.005342,-75.261229
709,39.976003,-75.240295
710,39.968148,-75.239512
711,39.962054,-75.240816
712,39.95671,-75.241917
715,39.956409,-75.241811
716,39.962014,-75.240627
717,39.967924,-75.239407
721,40.011315,-75.130677
722,40.046185,-75.128037
723,40.022796,-75.133513
724,40.007698,-75.138847
725,39.984754,-75.146902
728,39.951352,-75.153612
729,39.935938,-75.156989
730,39.923208,-75.159858
732,39.915443,-75.159758
733,39.922794,-75.158243
734,39.935354,-75.155456
735,39.950751,-75.151949
736,39.961179,-75.149759
737,39.970279,-75.148035
