19101,6282.000000,22.633333
19102,7048.000000,27.666667
19103,7209.000000,28.383333
19104,9011.000000,31.300000
19105,5311.000000,25.233333
19106,6441.000000,35.766667
19107,5919.000000,30.700000
19108,6356.000000,33.133333
19109,5935.000000,22.666667
19110,5948.000000,22.833333
19111,24602.000000,71.983333
19112,3134.000000,38.150000
19113,14313.000000,31.800000
19114,29006.000000,74.366667
19115,27310.000000,76.133333
19116,36100.000000,88.500000
19117,-,-
19118,23255.000000,71.133333
19119,20771.000000,60.933333
19120,19019.000000,60.366667
19121,11528.000000,43.933333
19122,9373.000000,44.266667
19123,7859.000000,48.916667
19124,16266.000000,53.883333
19125,11132.000000,48.183333
19126,18267.000000,55.216667
19127,18052.000000,58.083333
19128,22612.000000,63.283333
19129,17715.000000,53.050000
19130,8933.000000,36.050000
19131,15083.000000,60.350000
19132,12516.000000,41.616667
19133,11059.000000,54.933333
19134,16962.000000,59.683333
19135,18988.000000,59.800000
19136,25397.000000,77.000000
19137,21348.000000,68.533333
19138,19197.000000,57.100000
19139,11622.000000,33.316667
19140,13154.000000,42.033333
19141,16128.000000,45.200000
19142,7758.000000,34.133333
19143,9211.000000,40.866667
19144,6159.000000,21.166667
19145,2931.000000,19.733333
19146,5761.000000,26.933333
19147,4569.000000,34.266667
19148,3403.000000,16.583333
19149,19775.000000,59.516667
19150,23074.000000,58.316667
19151,15181.000000,50.383333
19152,23059.000000,68.116667
19153,-,-
19154,32505.000000,77.750000
19155,33199.000000,79.550000
19156,-,-
19157,-,-
19158,-,-
19159,-,-
19160,12779.000000,37.583333
